SYMBOL,COMPANY,MEETING_DATE,PURPOSE,DETAILS
SHANTI,Shanti Overseas (India) Limited,14-Aug-2026,Board Meeting Intimation,Shanti Overseas (India) Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SHANTI,Shanti Overseas (India) Limited,14-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
SHIVALIK,Shivalik Rasayan Limited,14-Aug-2026,Board Meeting Intimation,Shivalik Rasayan Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SHIVALIK,Shivalik Rasayan Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
SHREEJISPG,Shreeji Shipping Global Limited,14-Aug-2026,Board Meeting Intimation,SHREEJI SHIPPING GLOBAL LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
SHREEJISPG,Shreeji Shipping Global Limited,14-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
SICALLOG,Sical Logistics Limited,14-Aug-2026,Board Meeting Intimation,Sical Logistics Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SICALLOG,Sical Logistics Limited,14-Aug-2026,Financial Results,"SICALLOG : 14-Aug-2026 :  The company has informed the exchange that the board meeting, which was scheduled to be held on Wednesday, August 12, 2026, has been postponed and rescheduled to Friday, August 14, 2026, to consider and approve the unaudited financial results (standalone and consolidated) o"
SOLARWORLD,Solarworld Energy Solutions Limited,14-Aug-2026,Board Meeting Intimation,Solarworld Energy Solutions Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
SOLARWORLD,Solarworld Energy Solutions Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
SOLEX,Solex Energy Limited,14-Aug-2026,Board Meeting Intimation,Solex Energy Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SOLEX,Solex Energy Limited,14-Aug-2026,Financial Results,"To consider and approve the Unaudited Standalone & Consolidated financial results for the period ended Jun 30, 2026"
SPCENET,Spacenet Enterprises India Limited,14-Aug-2026,Board Meeting Intimation,SPACENET ENTERPRISES INDIA LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Fund raising.
SPCENET,Spacenet Enterprises India Limited,14-Aug-2026,Fund Raising,To consider Fund Raising
SPCENET,Spacenet Enterprises India Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
SPIC,Southern Petrochemicals Industries Corporation  Limited,14-Aug-2026,Board Meeting Intimation,SOUTHERN PETROCHEMICALS INDUSTRIES CORPORATION  LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SPIC,Southern Petrochemicals Industries Corporation  Limited,14-Aug-2026,Financial Results,"To consider and approve the Un-audited financial results for the period ended Jun 30, 2026"
SRD,Shankar Lal Rampal Dye-Chem Limited,14-Aug-2026,Board Meeting Intimation,SHANKAR LAL RAMPAL DYE-CHEM LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Dividend.
SRD,Shankar Lal Rampal Dye-Chem Limited,14-Aug-2026,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026, dividend and other business matters"
SREEL,Sreeleathers Limited,14-Aug-2026,Board Meeting Intimation,SREELEATHERS LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
SREEL,Sreeleathers Limited,14-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
SSDL,Saraswati Saree Depot Limited,14-Aug-2026,Board Meeting Intimation,Saraswati Saree Depot Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SSDL,Saraswati Saree Depot Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
SUPREMEINF,Supreme Infrastructure India Limited,14-Aug-2026,Board Meeting Intimation,SUPREME INFRASTRUCTURE INDIA LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
SUPREMEINF,Supreme Infrastructure India Limited,14-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
SURAJEST,Suraj Estate Developers Limited,14-Aug-2026,Board Meeting Intimation,SURAJ ESTATE DEVELOPERS LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Fund raising.
SUVIDHAA,Suvidhaa Infoserve Limited,14-Aug-2026,Board Meeting Intimation,SUVIDHAA INFOSERVE LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
SUVIDHAA,Suvidhaa Infoserve Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,14-Aug-2026,Board Meeting Intimation,SVP GLOBAL TEXTILES LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
TALWALKARS,Talwalkars Better Value Fitness Limited,14-Aug-2026,Board Meeting Intimation,TALWALKARS BETTER VALUE FITNESS LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
TALWALKARS,Talwalkars Better Value Fitness Limited,14-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
TARMAT,Tarmat Limited,14-Aug-2026,Board Meeting Intimation,TARMAT LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
TARMAT,Tarmat Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
TCIFINANCE,TCI Finance Limited,14-Aug-2026,Board Meeting Intimation,TCI FINANCE LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
TCIFINANCE,TCI Finance Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
TDPOWERSYS,TD Power Systems Limited,14-Aug-2026,Board Meeting Intimation,TD POWER SYSTEMS LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve Fund raising/Other business.
TDPOWERSYS,TD Power Systems Limited,14-Aug-2026,Fund Raising,"To consider Fund Raising & any other business as may be considered and decided by the Board, if any."
TEAMGTY,Team India Guaranty Limited,14-Aug-2026,Board Meeting Intimation,TEAM INDIA GUARANTY LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
TEAMGTY,Team India Guaranty Limited,14-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
THOMASCOTT,Thomas Scott (India) Limited,14-Aug-2026,Board Meeting Intimation,Thomas Scott (India) Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
THOMASCOTT,Thomas Scott (India) Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
TIINDIA,Tube Investments of India Limited,14-Aug-2026,Board Meeting Intimation,TUBE INVESTMENTS OF INDIA LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
TIINDIA,Tube Investments of India Limited,14-Aug-2026,Financial Results,"To consider and approve the Unaudited financial results for the quarter ended Jun 30, 2026"
TIJARIA,Tijaria Polypipes Limited,14-Aug-2026,Board Meeting Intimation,TIJARIA POLYPIPES LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider Other business.
TIJARIA,Tijaria Polypipes Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
TIJARIA,Tijaria Polypipes Limited,14-Aug-2026,Other business matters,To consider other business matters
TIPSFILMS,Tips Films Limited,14-Aug-2026,Board Meeting Intimation,TIPS FILMS LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
TIPSFILMS,Tips Films Limited,14-Aug-2026,Financial Results,"To consider and approve the unaudited financial results for the period ended Jun 30, 2026"
TNTELE,Tamilnadu Telecommunication Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
TURTLEMINT,Turtlemint Fintech Solutions Limited,14-Aug-2026,Board Meeting Intimation,TURTLEMINT FINTECH SOLUTIONS LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
TURTLEMINT,Turtlemint Fintech Solutions Limited,14-Aug-2026,Financial Results,"Pursuant to Regulation 29 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby inform you that the meeting of the Board of Directors of Turtlemint Fintech Solutions Limited ( the Company ) is scheduled to be held on Friday, August 14, 2026, inter-alia to conside"
